,close,Stage
1996-12-13,690.0,bad sector
1996-12-20,622.5,bad sector
1996-12-27,633.75,bad sector
1997-01-03,652.5,bad sector
1997-01-10,675.0,bad sector
1997-01-17,637.5,bad sector
1997-01-24,630.0,bad sector
1997-01-31,622.5,bad sector
1997-02-07,615.0,bad sector
1997-02-14,622.5,bad sector
1997-02-21,577.5,bad sector
1997-02-28,630.0,bad sector
1997-03-07,645.0,bad sector
1997-03-14,660.0,bad sector
1997-03-21,705.0,bad sector
1997-04-04,630.0,bad sector
1997-04-11,622.5,bad sector
1997-04-18,600.0,bad sector
1997-04-25,472.5,bad sector
1997-05-02,480.0,bad sector
1997-05-09,532.5,bad sector
1997-05-16,543.75,bad sector
1997-05-23,502.5,bad sector
1997-05-30,532.5,bad sector
1997-06-06,525.0,bad sector
1997-06-13,592.5,bad sector
1997-06-20,562.5,bad sector
1997-06-27,495.0,bad sector
1997-07-11,592.5,bad sector
1997-07-18,570.0,bad sector
1997-07-25,615.0,bad sector
1997-08-01,630.0,bad sector
1997-08-08,555.0,bad sector
1997-08-15,476.25,bad sector
1997-08-22,457.5,bad sector
1997-08-29,446.25,bad sector
1997-09-05,577.5,bad sector
1997-09-12,618.75,bad sector
1997-09-19,690.0,bad sector
1997-09-26,652.5,bad sector
1997-10-03,735.0,bad sector
1997-10-10,690.0,bad sector
1997-10-17,637.5,bad sector
1997-10-24,615.0,bad sector
1997-10-31,615.0,bad sector
1997-11-07,645.0,bad sector
1997-11-14,630.0,bad sector
1997-11-21,592.5,bad sector
1997-11-28,585.0,bad sector
1997-12-05,540.0,bad sector
1997-12-12,540.0,bad sector
1997-12-19,525.0,bad sector
1997-12-26,502.5,bad sector
1998-01-02,510.0,bad sector
1998-01-09,502.5,bad sector
1998-01-16,450.0,bad sector
1998-01-23,457.5,bad sector
1998-01-30,465.0,bad sector
1998-02-06,435.0,bad sector
1998-02-13,427.5,bad sector
1998-02-20,435.0,bad sector
1998-02-27,431.25,bad sector
1998-03-06,423.75,bad sector
1998-03-13,435.0,bad sector
1998-03-20,378.75,bad sector
1998-03-27,450.0,bad sector
1998-04-03,442.5,bad sector
1998-04-17,401.25,bad sector
1998-04-24,408.75,bad sector
1998-05-01,390.0,bad sector
1998-05-08,378.75,bad sector
1998-05-15,465.0,bad sector
1998-05-22,405.0,bad sector
1998-05-29,393.75,bad sector
1998-06-05,360.0,bad sector
1998-06-12,345.0,bad sector
1998-06-19,345.0,bad sector
1998-06-26,367.5,bad sector
1998-07-10,273.75,bad sector
1998-07-17,240.0,bad sector
1998-07-24,247.5,bad sector
1998-07-31,195.0,bad sector
1998-08-07,150.0,bad sector
1998-08-14,138.75,bad sector
1998-08-21,135.0,bad sector
1998-08-28,120.0,bad sector
1998-09-04,105.0,bad sector
1998-09-11,82.5,bad sector
1998-09-18,105.0,bad sector
1998-09-25,90.0,bad sector
1998-10-02,191.25,bad sector
1998-10-09,165.0,bad sector
1998-10-16,165.0,bad sector
1998-10-23,150.0,bad sector
1998-10-30,176.25,bad sector
1998-11-06,198.75,bad sector
1998-11-13,202.5,bad sector
1998-11-20,180.0,bad sector
1998-11-27,176.25,bad sector
1998-12-04,172.5,bad sector
1998-12-11,142.5,bad sector
1998-12-18,120.0,bad sector
1999-01-08,138.75,bad sector XLEset()
1999-01-15,187.5,bad sector XLEset()
1999-01-22,191.25,bad sector XLEset()
1999-01-29,180.0,bad sector XLEset()
1999-02-05,172.5,bad sector XLEset()
1999-02-12,195.0,bad sector XLEset()
1999-02-19,195.0,bad sector XLEset()
1999-02-26,202.5,bad sector XLEset()
1999-03-05,225.0,bad sector XLEset()
1999-03-12,217.5,bad sector XLEset()
1999-03-19,210.0,bad sector XLEset()
1999-03-26,217.5,bad sector XLEset()
1999-04-09,258.75,bad sector XLEset()
1999-04-16,288.75,bad sector XLEset()
1999-04-23,288.75,bad sector XLEset()
1999-04-30,225.0,bad sector XLEset()
1999-05-07,243.75,bad sector XLEset()
1999-05-14,247.5,bad sector XLEset()
1999-05-21,240.0,bad sector XLEset()
1999-05-28,240.0,bad sector XLEset()
1999-06-04,217.5,bad sector XLEset()
1999-06-11,221.25,bad sector XLEset()
1999-06-18,219.375,bad sector XLEset()
1999-06-25,236.25,bad sector XLEset()
1999-07-02,240.0,bad sector XLEset()
1999-07-09,305.625,bad sector XLEset()
1999-07-16,277.5,bad sector XLEset()
1999-07-23,273.75,bad sector XLEset()
1999-07-30,258.75,bad sector XLEset()
1999-08-06,247.5,bad sector XLEset()
1999-08-13,232.5,bad sector XLEset()
1999-08-20,232.5,volume -0.6948453608247422 1.7466372328111242
1999-08-27,202.5,volume 0.2635135135135136 1.7466372328111242
1999-09-03,213.75,volume 0.0 1.7466372328111242
1999-09-10,232.5,volume 0.8556149732620322 1.7466372328111242
1999-09-17,228.75,volume -0.7492795389048992 1.7466372328111242
1999-09-24,228.75,bad sector XLE{'XLK'}
1999-10-01,217.5,bad sector XLE{'XLK'}
1999-10-08,236.25,"bad sector XLE{'XLK', 'XLI'}"
1999-10-15,243.75,bad sector XLE{'XLK'}
1999-10-22,240.0,bad sector XLE{'XLK'}
1999-10-29,221.25,bad sector XLE{'XLK'}
1999-11-05,202.5,bad sector XLE{'XLK'}
1999-11-12,202.5,bad sector XLE{'XLK'}
1999-11-19,217.5,bad sector XLE{'XLK'}
1999-11-26,225.0,bad sector XLE{'XLK'}
1999-12-03,213.75,bad sector XLE{'XLK'}
1999-12-10,195.0,bad sector XLE{'XLK'}
1999-12-17,210.0,bad sector XLE{'XLK'}
1999-12-31,210.0,bad sector XLE{'XLK'}
2000-01-07,206.25,bad sector XLE{'XLK'}
2000-01-14,200.625,bad sector XLE{'XLK'}
2000-01-21,210.0,bad sector XLE{'XLK'}
2000-01-28,198.75,bad sector XLE{'XLK'}
2000-02-04,206.25,bad sector XLE{'XLK'}
2000-02-11,198.75,bad sector XLE{'XLK'}
2000-02-18,202.5,bad sector XLE{'XLK'}
2000-02-25,206.25,bad sector XLE{'XLK'}
2000-03-03,191.25,bad sector XLE{'XLK'}
2000-03-10,198.75,bad sector XLE{'XLK'}
2000-03-17,195.0,bad sector XLE{'XLK'}
2000-03-24,206.25,bad sector XLE{'XLK'}
2000-03-31,180.0,bad sector XLE{'XLK'}
2000-04-07,183.75,bad sector XLE{'XLK'}
2000-04-14,138.75,bad sector XLEset()
2000-04-28,153.75,bad sector XLE{'XLK'}
2000-05-05,135.0,bad sector XLE{'XLK'}
2000-05-12,138.75,bad sector XLEset()
2000-05-19,131.25,volume 0.7452830188679245 1.7466372328111242
2000-05-26,161.25,bad sector XLEset()
2000-06-02,150.0,bad sector XLE{'XLK'}
2000-06-09,161.25,volume 1.2685714285714287 1.7466372328111242
2000-06-16,131.25,volume -0.8413098236775819 1.7466372328111242
2000-06-23,138.75,RS -0.372620856962091 -0.08498841770875612
2000-06-30,150.0,bad sector XLE{'XLK'}
2000-07-07,142.5,bad sector XLE{'XLK'}
2000-07-14,138.75,bad sector XLE{'XLK'}
2000-07-21,138.75,bad sector XLEset()
2000-07-28,142.5,volume -1.0 1.7466372328111242
2000-08-04,125.625,RS -0.26270075817123784 -0.08498841770875612
2000-08-11,121.875,RS -0.43496714379582235 -0.08498841770875612
2000-08-18,105.0,RS -0.42485723312490553 -0.08498841770875612
2000-08-25,127.5,volume 0.863905325443787 1.7466372328111242
2000-09-01,142.5,volume -0.8444444444444444 1.7466372328111242
2000-09-08,131.25,RS -0.48034113512801124 -0.08498841770875612
2000-09-15,123.75,volume -0.6308724832214765 1.7466372328111242
2000-09-22,123.75,volume -0.11818181818181817 1.7466372328111242
2000-09-29,121.875,RS -0.4971200677781976 -0.08498841770875612
2000-10-06,116.25,volume -0.22912621359223306 1.7466372328111242
2000-10-13,123.75,volume -0.18136020151133503 1.7466372328111242
2000-10-20,135.0,volume -0.8307692307692307 1.7466372328111242
2000-10-27,176.25,RS -0.12410734136356893 -0.08498841770875612
2000-11-03,180.0,volume -0.9720930232558139 1.7466372328111242
2000-11-10,202.5,Buy
2000-11-17,180.0,Buy
2000-11-24,180.0,Stage 2
2000-12-01,165.0,Stage 2
2000-12-08,144.375,Sell 180 0.8691969716399011
2000-12-15,135.0,"bad sector XLE{'XLU', 'XLF', 'XLP'}"
2000-12-22,127.5,"bad sector XLE{'XLU', 'XLF', 'XLP', 'XLI'}"
2000-12-29,123.75,RS -0.12090744593404534 -0.08498841770875612
2001-01-05,150.0,"bad sector XLE{'XLU', 'XLF', 'XLP', 'XLI'}"
2001-01-12,150.0,"bad sector XLE{'XLU', 'XLF', 'XLP', 'XLI'}"
2001-01-19,142.5,"bad sector XLE{'XLU', 'XLF', 'XLP', 'XLI'}"
2001-01-26,135.0,volume 0.14492753623188404 1.7466372328111242
2001-02-02,142.5,volume 0.18354430379746844 1.7466372328111242
2001-02-09,153.75,volume -0.8128342245989305 1.7466372328111242
2001-02-16,210.0,Short 153.75 1.268490629719207
2001-02-23,232.5,"bad sector XLE{'XLU', 'XLP'}"
2001-03-02,241.875,volume 0.1283333333333334 1.7466372328111242
2001-03-09,213.75,volume -0.43426883308714914 1.7466372328111242
2001-03-16,221.25,bad sector XLEset()
2001-03-23,243.75,bad sector XLEset()
2001-03-30,251.25,bad sector XLEset()
2001-04-06,240.0,bad sector XLE{'XLB'}
2001-04-20,230.39999389648438,bad sector XLE{'XLB'}
2001-04-27,246.0,Buy
2001-05-04,256.20001220703125,Stage 2
2001-05-11,276.0,Stage 2
2001-05-18,324.6000061035156,Stage 2
2001-05-25,321.0,Stage 2
2001-06-01,363.0,Stage 2
2001-06-08,341.3999938964844,Stage 2
2001-06-15,287.3999938964844,Stage 2
2001-06-22,273.0,Stage 2
2001-06-29,294.6000061035156,Stage 2
2001-07-06,324.0,Stage 2
2001-07-13,294.0,Stage 2
2001-07-20,273.0,Stage 2
2001-07-27,246.0,Buy
2001-08-03,240.0,Stage 2
2001-08-10,249.0,Stage 2
2001-08-17,253.8000030517578,Stage 2
2001-08-24,216.0,Stage 2
2001-08-31,246.0,Stage 2
2001-09-07,232.8000030517578,Stage 2
2001-09-21,204.0,Stage 2
2001-09-28,228.0,Stage 2
2001-10-05,222.0,Stage 2
2001-10-12,201.0,Stage 2
2001-10-19,195.0,Sell 230.39999389648438 0.8691969716399011
2001-10-26,196.1999969482422,bad sector XLE{'XLP'}
2001-11-02,197.39999389648438,bad sector XLE{'XLP'}
2001-11-09,225.0,bad sector XLEset()
2001-11-16,240.0,bad sector XLEset()
2001-11-23,240.60000610351562,bad sector XLE{'XLP'}
2001-11-30,246.0,bad sector XLEset()
2001-12-07,234.0,bad sector XLEset()
2001-12-14,216.0,bad sector XLEset()
2001-12-21,231.0,bad sector XLEset()
2001-12-28,289.79998779296875,bad sector XLEset()
2002-01-04,283.20001220703125,bad sector XLE{'XLY'}
2002-01-11,270.0,bad sector XLEset()
2002-01-18,258.0,bad sector XLEset()
2002-01-25,267.0,bad sector XLEset()
2002-02-01,270.0,bad sector XLE{'XLY'}
2002-02-08,312.0,bad sector XLE{'XLY'}
2002-02-15,252.0,bad sector XLE{'XLP'}
2002-02-22,210.0,bad sector XLEset()
2002-03-01,234.0,"bad sector XLE{'XLB', 'XLP', 'XLY'}"
2002-03-08,246.0,"bad sector XLE{'XLB', 'XLY'}"
2002-03-15,244.8000030517578,"bad sector XLE{'XLB', 'XLY'}"
2002-03-22,252.0,"bad sector XLE{'XLB', 'XLY'}"
2002-04-05,249.60000610351562,"bad sector XLE{'XLB', 'XLY'}"
2002-04-12,242.39999389648438,"bad sector XLE{'XLV', 'XLB', 'XLY'}"
2002-04-19,240.0,"bad sector XLE{'XLV', 'XLB', 'XLY'}"
2002-04-26,239.39999389648438,"bad sector XLE{'XLV', 'XLB', 'XLF', 'XLY'}"
2002-05-03,233.39999389648438,"bad sector XLE{'XLV', 'XLB', 'XLY'}"
2002-05-10,226.8000030517578,"bad sector XLE{'XLV', 'XLB', 'XLF', 'XLY'}"
2002-05-17,225.60000610351562,"bad sector XLE{'XLV', 'XLB', 'XLF', 'XLY'}"
2002-05-24,212.39999389648438,"bad sector XLE{'XLV', 'XLB', 'XLF', 'XLY'}"
2002-05-31,197.39999389648438,"bad sector XLE{'XLV', 'XLB', 'XLY'}"
2002-06-07,177.60000610351562,"bad sector XLE{'XLV', 'XLB'}"
2002-06-14,165.0,bad sector XLE{'XLB'}
2002-06-21,159.0,bad sector XLEset()
2002-06-28,154.1999969482422,bad sector XLE{'XLB'}
2002-07-05,147.60000610351562,bad sector XLEset()
2002-07-12,144.0,bad sector XLEset()
2002-07-19,144.0,bad sector XLEset()
2002-07-26,132.0,bad sector XLEset()
2002-08-02,124.80000305175781,bad sector XLEset()
2002-08-09,148.1999969482422,bad sector XLEset()
2002-08-16,177.60000610351562,bad sector XLEset()
2002-08-23,225.0,bad sector XLEset()
2002-08-30,212.39999389648438,bad sector XLEset()
2002-09-06,213.0,bad sector XLEset()
2002-09-13,240.0,bad sector XLEset()
2002-09-20,219.0,bad sector XLEset()
2002-09-27,211.8000030517578,bad sector XLEset()
2002-10-04,240.0,bad sector XLEset()
2002-10-11,231.60000610351562,bad sector XLEset()
2002-10-18,252.0,bad sector XLEset()
2002-10-25,234.0,bad sector XLEset()
2002-11-01,238.1999969482422,bad sector XLEset()
2002-11-08,245.39999389648438,bad sector XLEset()
2002-11-15,243.60000610351562,bad sector XLEset()
2002-11-22,236.39999389648438,bad sector XLEset()
2002-11-29,237.60000610351562,bad sector XLEset()
2002-12-06,235.1999969482422,bad sector XLEset()
2002-12-13,233.39999389648438,bad sector XLEset()
2002-12-20,212.39999389648438,bad sector XLEset()
2002-12-27,195.0,bad sector XLEset()
2003-01-03,203.39999389648438,bad sector XLEset()
2003-01-10,226.1999969482422,bad sector XLEset()
2003-01-17,220.1999969482422,bad sector XLEset()
2003-01-24,208.1999969482422,bad sector XLEset()
2003-01-31,210.0,bad sector XLEset()
2003-02-07,202.1999969482422,bad sector XLEset()
2003-02-14,201.0,bad sector XLEset()
2003-02-21,202.8000030517578,bad sector XLE{'XLK'}
2003-02-28,192.60000610351562,Price 217.65419265582997 1.1764676012556523
2003-03-07,186.60000610351562,bad sector XLEset()
2003-03-14,180.0,bad sector XLEset()
2003-03-21,191.39999389648438,bad sector XLEset()
2003-03-28,216.0,bad sector XLEset()
2003-04-04,210.0,bad sector XLE{'XLK'}
2003-04-11,207.0,bad sector XLEset()
2003-04-25,261.0,bad sector XLE{'XLK'}
2003-05-02,281.3999938964844,bad sector XLE{'XLK'}
2003-05-09,276.0,bad sector XLE{'XLK'}
2003-05-16,288.6000061035156,"bad sector XLE{'XLU', 'XLK'}"
2003-05-23,289.20001220703125,"bad sector XLE{'XLU', 'XLK'}"
2003-05-30,286.20001220703125,"bad sector XLE{'XLU', 'XLK'}"
2003-06-06,312.0,bad sector XLE{'XLU'}
2003-06-13,306.0,bad sector XLE{'XLU'}
2003-06-20,329.3999938964844,bad sector XLE{'XLU'}
2003-06-27,331.79998779296875,bad sector XLE{'XLU'}
2003-07-11,336.0,bad sector XLE{'XLU'}
2003-07-18,312.0,bad sector XLEset()
2003-07-25,305.3999938964844,bad sector XLEset()
2003-08-01,252.60000610351562,bad sector XLE{'XLY'}
2003-08-08,216.0,bad sector XLE{'XLY'}
2003-08-15,216.0,bad sector XLE{'XLY'}
2003-08-22,220.1999969482422,bad sector XLE{'XLY'}
2003-08-29,246.0,"bad sector XLE{'XLK', 'XLY'}"
2003-09-05,251.39999389648438,"bad sector XLE{'XLK', 'XLY'}"
2003-09-12,229.1999969482422,"bad sector XLE{'XLK', 'XLY'}"
2003-09-19,228.0,"bad sector XLE{'XLK', 'XLY'}"
2003-09-26,199.1999969482422,"bad sector XLE{'XLK', 'XLY'}"
2003-10-03,207.0,"bad sector XLE{'XLK', 'XLY'}"
2003-10-10,204.60000610351562,"bad sector XLE{'XLK', 'XLY'}"
2003-10-17,190.1999969482422,"bad sector XLE{'XLK', 'XLY'}"
2003-10-24,195.0,bad sector XLE{'XLY'}
2003-10-31,184.8000030517578,bad sector XLE{'XLK'}
2003-11-07,185.39999389648438,"bad sector XLE{'XLK', 'XLY'}"
2003-11-14,182.39999389648438,bad sector XLE{'XLK'}
2003-11-21,163.1999969482422,bad sector XLE{'XLK'}
2003-11-28,163.8000030517578,"bad sector XLE{'XLB', 'XLK'}"
2003-12-05,157.8000030517578,"bad sector XLE{'XLB', 'XLK'}"
2003-12-12,174.0,bad sector XLE{'XLB'}
2003-12-19,186.0,bad sector XLE{'XLB'}
2003-12-26,177.0,bad sector XLE{'XLB'}
2004-01-02,183.0,bad sector XLE{'XLB'}
2004-01-09,172.8000030517578,"bad sector XLE{'XLB', 'XLK'}"
2004-01-16,172.1999969482422,"bad sector XLE{'XLB', 'XLK'}"
2004-01-23,186.0,bad sector XLE{'XLK'}
2004-01-30,196.8000030517578,bad sector XLE{'XLK'}
2004-02-06,186.0,bad sector XLE{'XLB'}
2004-02-13,183.0,bad sector XLE{'XLB'}
2004-02-20,179.39999389648438,volume 0.38329238329238335 1.7466372328111242
2004-02-27,175.8000030517578,volume -0.4973357015985791 1.7466372328111242
2004-03-05,174.60000610351562,volume 0.9505300353356891 1.7466372328111242
2004-03-12,160.1999969482422,bad sector XLEset()
2004-03-19,158.39999389648438,volume 0.7655172413793103 1.7466372328111242
2004-03-26,149.39999389648438,bad sector XLEset()
2004-04-02,177.0,bad sector XLEset()
2004-04-16,147.60000610351562,volume -0.07486305538648819 1.7466372328111242
2004-04-23,134.39999389648438,volume -0.575657894736842 1.7466372328111242
2004-04-30,132.60000610351562,volume -0.5395348837209302 1.7466372328111242
2004-05-07,136.8000030517578,volume 1.127946127946128 1.7466372328111242
2004-05-14,133.1999969482422,volume -0.14556962025316456 1.7466372328111242
2004-05-21,138.0,volume -0.42592592592592593 1.7466372328111242
2004-05-28,140.39999389648438,volume -0.8483870967741935 1.7466372328111242
2004-06-04,134.39999389648438,RS -0.36882588758760937 -0.08498841770875612
2004-06-18,130.8000030517578,volume 1.284263959390863 1.7466372328111242
2004-06-25,145.1999969482422,RS -0.341915467901168 -0.08498841770875612
2004-07-02,147.0,volume -0.8720173535791758 1.7466372328111242
2004-07-09,143.39999389648438,volume 0.18644067796610164 1.7466372328111242
2004-07-16,151.1999969482422,volume -0.6928571428571428 1.7466372328111242
2004-07-23,147.60000610351562,volume 1.0174418604651163 1.7466372328111242
2004-07-30,132.60000610351562,volume -0.12103746397694526 1.7466372328111242
2004-08-06,132.0,RS -0.26447326526842196 -0.08498841770875612
2004-08-13,136.8000030517578,volume -0.594213126323218 1.7466372328111242
2004-08-20,130.1999969482422,volume -0.15304347826086961 1.7466372328111242
2004-08-27,133.8000030517578,volume -0.73305954825462 1.7466372328111242
2004-09-03,132.0,RS -0.2473319144521614 -0.08498841770875612
2004-09-10,130.8000030517578,volume -0.27441860465116275 1.7466372328111242
2004-09-17,134.39999389648438,volume 0.6121794871794872 1.7466372328111242
2004-09-24,134.39999389648438,volume -0.5288270377733598 1.7466372328111242
2004-10-01,133.1999969482422,volume -0.3122362869198312 1.7466372328111242
2004-10-08,141.60000610351562,RS -0.21091570746278954 -0.08498841770875612
2004-10-15,131.39999389648438,volume -0.6314655172413793 1.7466372328111242
2004-10-22,127.19999694824219,volume -0.672514619883041 1.7466372328111242
2004-10-29,150.0,RS -0.08853142249172152 -0.08498841770875612
2004-11-05,145.1999969482422,volume 0.0077821011673151474 1.7466372328111242
2004-11-12,146.39999389648438,volume -0.7714285714285715 1.7466372328111242
2004-11-19,150.0,volume -0.0625 1.7466372328111242
2004-11-26,184.1999969482422,Buy
2004-12-03,176.39999389648438,Stage 2
2004-12-10,172.1999969482422,Stage 2
2004-12-17,182.39999389648438,Stage 2
2004-12-31,177.60000610351562,Stage 2
2005-01-07,169.8000030517578,Buy
2005-01-14,178.8000030517578,Stage 2
2005-01-21,198.0,Stage 2
2005-01-28,191.39999389648438,Stage 2
2005-02-04,187.8000030517578,Stage 2
2005-02-11,210.0,Stage 2
2005-02-18,186.0,Stage 2
2005-02-25,244.1999969482422,Stage 2
2005-03-04,247.8000030517578,Stage 2
2005-03-11,257.3999938964844,Stage 2
2005-03-18,386.3999938964844,Stage 2
2005-04-01,352.20001220703125,Stage 2
2005-04-08,319.79998779296875,Stage 2
2005-04-15,235.8000030517578,Stage 2
2005-04-22,234.0,Stage 2
2005-04-29,226.1999969482422,Stage 2
2005-05-06,246.0,Stage 2
2005-05-13,223.8000030517578,Stage 2
2005-05-20,229.1999969482422,Stage 2
2005-05-27,240.0,Stage 2
2005-06-03,271.20001220703125,Stage 2
2005-06-10,264.6000061035156,Stage 2
2005-06-17,236.39999389648438,Stage 2
2005-06-24,217.8000030517578,Stage 2
2005-07-01,216.0,Stage 2
2005-07-08,222.60000610351562,Stage 2
2005-07-15,216.0,Stage 2
2005-07-22,208.1999969482422,Stage 2
2005-07-29,241.8000030517578,Stage 2
2005-08-05,241.1999969482422,Stage 2
2005-08-12,248.39999389648438,Stage 2
2005-08-19,230.39999389648438,Stage 2
2005-08-26,231.0,Stage 2
2005-09-02,245.39999389648438,Stage 2
2005-09-09,273.0,Stage 2
2005-09-16,246.60000610351562,Stage 2
2005-09-23,243.60000610351562,Stage 2
2005-09-30,264.0,Stage 2
2005-10-07,235.1999969482422,Stage 2
2005-10-14,231.60000610351562,Stage 2
2005-10-21,247.1999969482422,Stage 2
2005-10-28,247.8000030517578,Stage 2
2005-11-04,244.8000030517578,Stage 2
2005-11-11,247.8000030517578,Stage 2
2005-11-18,247.1999969482422,Stage 2
2005-11-25,250.1999969482422,Stage 2
2005-12-02,262.20001220703125,Stage 2
2005-12-09,287.3999938964844,Stage 2
2005-12-16,279.0,Stage 2
2005-12-23,274.79998779296875,Stage 2
2005-12-30,262.79998779296875,Stage 2
2006-01-06,276.6000061035156,Stage 2
2006-01-13,326.3999938964844,Stage 2
2006-01-20,332.3999938964844,Stage 2
2006-01-27,350.3999938964844,Stage 2
2006-02-03,336.0,Stage 2
2006-02-10,300.0,Stage 2
2006-02-17,313.79998779296875,Stage 2
2006-02-24,325.79998779296875,Stage 2
2006-03-03,345.0,Stage 2
2006-03-10,337.79998779296875,Stage 2
2006-03-17,366.0,Stage 2
2006-03-24,426.6000061035156,Stage 2
2006-03-31,432.0,Stage 2
2006-04-07,420.6000061035156,Stage 2
2006-04-21,412.79998779296875,Stage 2
2006-04-28,376.20001220703125,Stage 2
2006-05-05,408.0,Stage 2
2006-05-12,427.79998779296875,Stage 2
2006-05-19,310.79998779296875,Stage 2
2006-05-26,277.20001220703125,Stage 2
2006-06-02,294.6000061035156,Stage 2
2006-06-09,239.39999389648438,Stage 2
2006-06-16,232.1999969482422,Stage 2
2006-06-23,243.60000610351562,Stage 2
2006-06-30,262.79998779296875,Stage 2
2006-07-07,249.60000610351562,Stage 2
2006-07-14,268.79998779296875,Stage 2
2006-07-21,246.0,Stage 2
2006-07-28,244.8000030517578,Stage 2
2006-08-04,219.60000610351562,Stage 2
2006-08-11,205.1999969482422,Stage 2
2006-08-18,225.60000610351562,Stage 2
2006-08-25,230.39999389648438,Stage 2
2006-09-01,238.1999969482422,Stage 2
2006-09-08,229.8000030517578,Stage 2
2006-09-15,222.0,Stage 2
2006-09-22,206.39999389648438,Stage 2
2006-09-29,241.8000030517578,Stage 2
2006-10-06,237.0,Stage 2
2006-10-13,241.8000030517578,Stage 2
2006-10-20,250.8000030517578,Stage 2
2006-10-27,258.0,Stage 2
2006-11-03,267.0,Stage 2
2006-11-10,275.3999938964844,Stage 2
2006-11-17,283.79998779296875,Stage 2
2006-11-24,326.3999938964844,Stage 2
2006-12-01,345.6000061035156,Stage 2
2006-12-08,322.20001220703125,Stage 2
2006-12-15,300.6000061035156,Stage 2
2006-12-22,308.3999938964844,Stage 2
2006-12-29,303.0,Stage 2
2007-01-05,291.0,Stage 2
2007-01-12,281.3999938964844,Stage 2
2007-01-19,276.0,Stage 2
2007-01-26,282.6000061035156,Stage 2
2007-02-02,293.3999938964844,Stage 2
2007-02-09,293.3999938964844,Stage 2
2007-02-16,321.6000061035156,Stage 2
2007-02-23,371.3999938964844,Stage 2
2007-03-02,315.0,Stage 2
2007-03-09,324.6000061035156,Stage 2
2007-03-16,315.6000061035156,Stage 2
2007-03-23,327.6000061035156,Stage 2
2007-03-30,319.20001220703125,Stage 2
2007-04-13,366.0,Stage 2
2007-04-20,357.6000061035156,Stage 2
2007-04-27,392.3999938964844,Stage 2
2007-05-04,403.20001220703125,Stage 2
2007-05-11,384.0,Stage 2
